loan_id,origination_month,original_balance,funded_balance,interest_rate,original_term,installment,credit_score,credit_score_band,dti,dti_band,annual_income,employment_length,home_ownership,loan_purpose,state,revolving_utilization,delinquencies_2yrs,inquiries_6m,total_accounts,servicer_name,document_status
LC_1009239,2017-09,15000.0,15000.0,17.87,36,541.31,712.0,Near Prime,16.24,<20%,63000.0,6,MORTGAGE,credit_card,NY,31.8,0,1,22,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009240,2016-06,5000.0,5000.0,18.57,60,128.52,717.0,Near Prime,6.22,<20%,145600.0,3,RENT,debt_consolidation,PA,80.9,0,3,21,Intain_Servicing_Alpha,VERIFIED
LC_1009241,2017-03,12000.0,12000.0,25.29,60,354.26,732.0,Near Prime,17.21,<20%,55500.0,3,RENT,debt_consolidation,CA,51.2,0,1,56,Beacon_Credit_Ops,UNVERIFIED
LC_1009242,2017-12,18000.0,18000.0,24.22,36,708.27,697.0,Near Prime,6.68,<20%,38600.0,5,RENT,debt_consolidation,MA,40.9,0,3,28,Beacon_Credit_Ops,VERIFIED
LC_1009243,2017-06,12000.0,12000.0,28.99,60,380.83,682.0,Near Prime,21.24,20-35%,150200.0,10,MORTGAGE,other,OH,84.6,0,2,17,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009244,2017-07,30000.0,30000.0,16.47,36,1061.69,752.0,Prime,8.69,<20%,56500.0,3,MORTGAGE,debt_consolidation,FL,65.8,0,1,21,Apex_Loan_Servicing,VERIFIED
LC_1009245,2018-03,18000.0,18000.0,19.85,60,475.39,737.0,Near Prime,20.84,20-35%,63300.0,0,MORTGAGE,debt_consolidation,CA,100.0,2,0,15,Summit_Asset_Management,SOURCE_VERIFIED
LC_1009246,2017-04,18000.0,18000.0,23.68,36,703.17,697.0,Near Prime,13.3,<20%,73500.0,10,RENT,credit_card,FL,99.3,0,1,37,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009247,2017-10,12000.0,12000.0,16.52,36,424.97,737.0,Near Prime,7.11,<20%,35000.0,2,MORTGAGE,debt_consolidation,CA,84.0,0,2,14,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009248,2015-01,5000.0,5000.0,20.52,60,133.92,722.0,Near Prime,33.13,20-35%,82200.0,10,RENT,credit_card,CA,36.1,1,1,10,Intain_Servicing_Alpha,UNVERIFIED
LC_1009249,2016-06,20000.0,20000.0,14.94,36,692.72,762.0,Prime,14.01,<20%,95300.0,2,RENT,debt_consolidation,FL,60.5,0,1,16,Intain_Servicing_Alpha,UNVERIFIED
LC_1009250,2015-06,20000.0,20000.0,21.18,36,755.35,727.0,Near Prime,15.06,<20%,38200.0,10,RENT,debt_consolidation,IL,66.7,1,1,43,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009251,2017-09,15000.0,15000.0,19.07,36,550.37,712.0,Near Prime,7.22,<20%,48600.0,6,OWN,medical,NC,65.5,0,1,28,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009252,2016-02,15000.0,15000.0,27.81,60,465.32,687.0,Near Prime,12.62,<20%,37900.0,10,RENT,debt_consolidation,FL,61.9,0,0,28,Intain_Servicing_Alpha,VERIFIED
LC_1009253,2016-05,15000.0,15000.0,21.79,36,571.23,712.0,Near Prime,15.92,<20%,196900.0,2,RENT,small_business,WA,54.1,0,1,23,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009254,2018-05,20000.0,20000.0,25.82,36,803.9,672.0,Near Prime,33.53,20-35%,102200.0,0,OWN,debt_consolidation,FL,71.1,2,0,33,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009255,2016-07,20000.0,20000.0,15.54,36,698.61,737.0,Near Prime,24.85,20-35%,50100.0,10,OWN,debt_consolidation,PA,26.7,0,0,38,Intain_Servicing_Alpha,VERIFIED
LC_1009256,2016-05,20000.0,20000.0,23.3,36,777.33,677.0,Near Prime,30.84,20-35%,66600.0,1,RENT,debt_consolidation,MI,6.5,0,0,21,Intain_Servicing_Alpha,VERIFIED
LC_1009257,2015-12,30000.0,30000.0,19.6,36,1108.8,722.0,Near Prime,15.96,<20%,73700.0,4,OWN,debt_consolidation,OH,26.2,0,0,33,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009258,2018-10,18000.0,18000.0,25.6,60,534.67,697.0,Near Prime,16.14,<20%,66000.0,10,MORTGAGE,debt_consolidation,IL,100.0,0,1,40,Beacon_Credit_Ops,UNVERIFIED
LC_1009259,2015-04,5000.0,5000.0,18.34,36,181.62,727.0,Near Prime,6.95,<20%,110500.0,10,MORTGAGE,debt_consolidation,TX,70.1,2,0,49,Intain_Servicing_Alpha,VERIFIED
LC_1009260,2017-12,18000.0,18000.0,21.91,36,686.59,732.0,Near Prime,20.24,20-35%,63300.0,4,RENT,debt_consolidation,CA,78.8,0,4,10,Apex_Loan_Servicing,UNVERIFIED
LC_1009261,2017-10,18000.0,18000.0,19.5,36,664.37,722.0,Near Prime,6.59,<20%,81000.0,0,RENT,debt_consolidation,NY,75.5,0,0,11,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009262,2017-12,5000.0,5000.0,22.62,36,192.56,702.0,Near Prime,27.91,20-35%,61600.0,10,MORTGAGE,debt_consolidation,CA,18.7,0,1,3,Beacon_Credit_Ops,VERIFIED
LC_1009263,2017-02,15000.0,15000.0,20.09,36,558.14,722.0,Near Prime,7.82,<20%,62400.0,2,RENT,other,VA,58.0,2,1,32,Apex_Loan_Servicing,UNVERIFIED
LC_1009264,2018-08,20000.0,20000.0,27.28,36,819.51,662.0,Subprime,10.12,<20%,238900.0,10,MORTGAGE,home_improvement,FL,80.0,0,0,41,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009265,2015-05,20000.0,20000.0,17.01,36,713.15,752.0,Prime,10.35,<20%,98800.0,10,MORTGAGE,debt_consolidation,NJ,73.9,0,0,11,Intain_Servicing_Alpha,VERIFIED
LC_1009266,2016-04,30000.0,30000.0,16.24,36,1058.27,737.0,Near Prime,20.43,20-35%,257600.0,10,RENT,debt_consolidation,NC,50.2,0,0,37,Intain_Servicing_Alpha,UNVERIFIED
LC_1009267,2016-09,25000.0,25000.0,25.33,36,998.36,662.0,Subprime,9.88,<20%,77800.0,4,MORTGAGE,home_improvement,NY,80.1,1,1,55,Intain_Servicing_Alpha,UNVERIFIED
LC_1009268,2015-02,7500.0,7500.0,15.37,36,261.35,752.0,Prime,14.48,<20%,93300.0,10,RENT,home_improvement,NJ,71.9,1,0,25,Intain_Servicing_Alpha,VERIFIED
LC_1009269,2016-03,18000.0,18000.0,26.7,60,546.41,642.0,Subprime,9.46,<20%,157000.0,1,MORTGAGE,debt_consolidation,VA,56.3,0,0,21,Intain_Servicing_Alpha,UNVERIFIED
LC_1009270,2016-08,18000.0,18000.0,24.59,60,524.01,722.0,Near Prime,17.73,<20%,87400.0,7,OWN,debt_consolidation,CA,62.2,0,2,36,Intain_Servicing_Alpha,UNVERIFIED
LC_1009271,2017-11,12000.0,12000.0,27.79,36,495.0,672.0,Near Prime,11.43,<20%,149300.0,6,RENT,debt_consolidation,CA,19.3,0,2,17,Apex_Loan_Servicing,VERIFIED
LC_1009272,2017-04,10000.0,10000.0,21.57,36,379.68,702.0,Near Prime,10.83,<20%,45500.0,10,MORTGAGE,credit_card,CA,62.8,0,1,20,Beacon_Credit_Ops,UNVERIFIED
LC_1009273,2016-09,10000.0,10000.0,20.14,36,372.35,717.0,Near Prime,7.53,<20%,129100.0,10,MORTGAGE,debt_consolidation,CO,49.3,0,4,13,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009274,2017-10,10000.0,10000.0,19.23,60,260.67,742.0,Prime,23.74,20-35%,64100.0,10,MORTGAGE,small_business,NJ,86.1,0,1,14,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009275,2016-12,25000.0,25000.0,22.05,36,955.41,702.0,Near Prime,10.62,<20%,28200.0,4,RENT,home_improvement,NY,53.3,0,1,38,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009276,2016-10,7500.0,7500.0,25.66,36,300.82,692.0,Near Prime,12.66,<20%,48600.0,10,RENT,debt_consolidation,TX,19.3,2,0,25,Intain_Servicing_Alpha,VERIFIED
LC_1009277,2017-10,10000.0,10000.0,30.99,60,329.64,662.0,Subprime,34.84,20-35%,77300.0,10,MORTGAGE,debt_consolidation,WA,32.5,0,0,37,Apex_Loan_Servicing,UNVERIFIED
LC_1009278,2015-10,10000.0,10000.0,21.73,36,380.51,707.0,Near Prime,45.0,35-50%,115300.0,6,MORTGAGE,debt_consolidation,FL,67.6,0,2,27,Intain_Servicing_Alpha,VERIFIED
LC_1009279,2015-09,20000.0,20000.0,23.46,36,779.0,657.0,Subprime,16.74,<20%,150800.0,10,MORTGAGE,debt_consolidation,CA,66.5,0,0,5,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009280,2016-10,10000.0,10000.0,23.92,60,287.22,727.0,Near Prime,17.56,<20%,50000.0,5,MORTGAGE,debt_consolidation,CA,18.5,0,1,28,Apex_Loan_Servicing,UNVERIFIED
LC_1009281,2018-09,5000.0,5000.0,22.75,60,140.24,707.0,Near Prime,9.62,<20%,65100.0,9,RENT,debt_consolidation,NY,51.0,0,0,10,Summit_Asset_Management,UNVERIFIED
LC_1009282,2017-01,12000.0,12000.0,19.73,36,444.31,717.0,Near Prime,12.39,<20%,53900.0,0,MORTGAGE,major_purchase,OH,20.3,0,0,15,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009283,2015-06,12000.0,12000.0,19.28,36,441.57,737.0,Near Prime,15.73,<20%,74700.0,10,RENT,debt_consolidation,OH,49.8,0,0,25,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009284,2018-10,15000.0,15000.0,18.75,36,547.95,722.0,Near Prime,15.95,<20%,100500.0,6,MORTGAGE,credit_card,OH,85.5,0,0,9,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009285,2018-06,20000.0,20000.0,18.27,36,725.76,747.0,Prime,16.08,<20%,31100.0,4,OWN,home_improvement,GA,0.0,0,1,17,Beacon_Credit_Ops,UNVERIFIED
LC_1009286,2017-08,5000.0,5000.0,23.64,36,195.22,682.0,Near Prime,27.79,20-35%,75100.0,10,MORTGAGE,small_business,MI,80.8,0,0,21,Apex_Loan_Servicing,VERIFIED
LC_1009287,2018-07,5000.0,5000.0,20.19,36,186.3,707.0,Near Prime,7.88,<20%,41300.0,10,RENT,debt_consolidation,CA,96.7,0,2,24,Beacon_Credit_Ops,UNVERIFIED
LC_1009288,2016-07,10000.0,10000.0,25.61,36,400.83,672.0,Near Prime,7.78,<20%,72500.0,3,MORTGAGE,debt_consolidation,VA,23.0,0,0,47,Apex_Loan_Servicing,VERIFIED
LC_1009289,2016-02,30000.0,30000.0,25.38,36,1198.83,657.0,Subprime,10.29,<20%,138600.0,10,RENT,debt_consolidation,FL,73.7,0,1,30,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009290,2017-12,10000.0,10000.0,23.95,36,392.07,682.0,Near Prime,17.26,<20%,71100.0,5,RENT,debt_consolidation,MA,31.5,0,0,17,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009291,2017-11,40000.0,40000.0,19.58,36,1478.0,702.0,Near Prime,25.09,20-35%,54100.0,9,RENT,debt_consolidation,PA,61.9,0,0,27,Apex_Loan_Servicing,UNVERIFIED
LC_1009292,2017-04,25000.0,25000.0,22.45,36,960.59,722.0,Near Prime,18.51,<20%,50700.0,3,MORTGAGE,debt_consolidation,AZ,79.2,0,0,22,Apex_Loan_Servicing,VERIFIED
LC_1009293,2017-01,15000.0,15000.0,19.32,36,552.27,702.0,Near Prime,15.09,<20%,85300.0,6,RENT,credit_card,IL,62.8,0,2,37,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009294,2018-12,20000.0,20000.0,19.25,36,735.65,727.0,Near Prime,9.76,<20%,71600.0,0,MORTGAGE,debt_consolidation,AZ,91.7,0,1,35,Summit_Asset_Management,UNVERIFIED
LC_1009295,2018-11,15000.0,15000.0,16.33,36,529.8,772.0,Prime,20.67,20-35%,104800.0,10,MORTGAGE,other,NY,48.6,0,0,41,Summit_Asset_Management,SOURCE_VERIFIED
LC_1009296,2018-11,18000.0,18000.0,27.51,36,739.79,667.0,Subprime,20.93,20-35%,51100.0,0,RENT,debt_consolidation,NJ,72.4,0,0,46,Summit_Asset_Management,VERIFIED
LC_1009297,2018-07,18000.0,18000.0,22.38,60,501.04,722.0,Near Prime,10.62,<20%,184200.0,2,MORTGAGE,debt_consolidation,OH,42.2,0,0,53,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009298,2018-04,18000.0,18000.0,24.08,36,706.95,672.0,Near Prime,35.23,35-50%,98400.0,3,MORTGAGE,debt_consolidation,NY,38.2,1,3,27,Summit_Asset_Management,SOURCE_VERIFIED
LC_1009299,2015-09,5000.0,5000.0,18.77,36,182.7,737.0,Near Prime,17.69,<20%,26200.0,10,MORTGAGE,debt_consolidation,CA,53.1,3,1,28,Intain_Servicing_Alpha,UNVERIFIED
LC_1009300,2016-06,18000.0,18000.0,16.8,36,639.96,727.0,Near Prime,5.04,<20%,101900.0,2,MORTGAGE,debt_consolidation,CA,54.4,0,0,17,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009301,2017-06,20000.0,20000.0,25.88,60,597.39,647.0,Subprime,8.57,<20%,59200.0,2,RENT,credit_card,NY,45.8,0,2,9,Apex_Loan_Servicing,VERIFIED
LC_1009302,2018-09,12000.0,12000.0,24.01,36,470.86,682.0,Near Prime,8.8,<20%,40300.0,0,MORTGAGE,debt_consolidation,OH,48.8,0,1,23,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009303,2017-08,35000.0,35000.0,13.94,36,1195.2,787.0,Prime,3.31,<20%,66000.0,10,MORTGAGE,debt_consolidation,NY,84.4,0,0,35,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009304,2018-06,7500.0,7500.0,27.12,36,306.67,652.0,Subprime,7.42,<20%,48400.0,0,MORTGAGE,credit_card,NJ,68.3,0,0,21,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009305,2015-06,30000.0,30000.0,26.91,36,1223.31,657.0,Subprime,5.5,<20%,75600.0,7,OWN,debt_consolidation,NY,33.1,0,0,5,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009306,2016-06,20000.0,20000.0,22.58,36,769.82,722.0,Near Prime,12.91,<20%,50700.0,2,RENT,debt_consolidation,CA,36.7,0,0,28,Intain_Servicing_Alpha,VERIFIED
LC_1009307,2018-04,20000.0,20000.0,22.06,36,764.43,702.0,Near Prime,14.06,<20%,125100.0,10,MORTGAGE,debt_consolidation,OH,51.8,0,2,33,Beacon_Credit_Ops,VERIFIED
LC_1009308,2015-05,25000.0,25000.0,27.31,36,1024.79,657.0,Subprime,7.72,<20%,111400.0,6,RENT,debt_consolidation,MA,67.7,0,0,13,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009309,2016-03,25000.0,25000.0,21.17,60,678.73,727.0,Near Prime,14.21,<20%,165500.0,3,RENT,debt_consolidation,FL,14.7,0,0,7,Intain_Servicing_Alpha,UNVERIFIED
LC_1009310,2016-09,12000.0,12000.0,19.33,60,313.47,732.0,Near Prime,12.68,<20%,35500.0,6,MORTGAGE,credit_card,CO,0.0,0,1,12,Intain_Servicing_Alpha,VERIFIED
LC_1009311,2016-11,20000.0,20000.0,28.95,36,837.57,647.0,Subprime,10.71,<20%,34800.0,10,MORTGAGE,debt_consolidation,NY,61.4,0,0,37,Intain_Servicing_Alpha,VERIFIED
LC_1009312,2017-02,5000.0,5000.0,10.51,36,162.54,777.0,Prime,19.89,<20%,68500.0,1,RENT,debt_consolidation,CA,12.7,0,0,28,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009313,2016-11,15000.0,15000.0,17.7,60,378.46,737.0,Near Prime,25.69,20-35%,78700.0,10,RENT,home_improvement,MI,54.5,0,0,24,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009314,2017-07,30000.0,30000.0,24.04,36,1177.62,712.0,Near Prime,37.32,35-50%,54500.0,0,MORTGAGE,credit_card,MA,91.6,0,4,28,Apex_Loan_Servicing,VERIFIED
LC_1009315,2015-01,10000.0,10000.0,28.51,60,314.44,672.0,Near Prime,32.91,20-35%,91700.0,10,MORTGAGE,credit_card,NY,26.0,0,1,30,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009316,2018-10,5000.0,5000.0,27.54,60,154.29,677.0,Near Prime,28.38,20-35%,39900.0,10,OWN,credit_card,GA,44.1,0,4,3,Beacon_Credit_Ops,VERIFIED
LC_1009317,2016-12,18000.0,18000.0,28.87,36,753.03,667.0,Subprime,17.89,<20%,123900.0,6,RENT,debt_consolidation,FL,52.7,1,0,15,Intain_Servicing_Alpha,UNVERIFIED
LC_1009318,2017-07,12000.0,12000.0,28.15,36,497.34,652.0,Subprime,18.73,<20%,77500.0,10,MORTGAGE,other,NY,52.0,0,0,44,Apex_Loan_Servicing,UNVERIFIED
LC_1009319,2017-02,12000.0,12000.0,19.44,36,442.55,712.0,Near Prime,17.78,<20%,40800.0,10,RENT,home_improvement,CA,31.6,0,0,20,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009320,2016-05,18000.0,18000.0,21.34,36,681.3,697.0,Near Prime,11.39,<20%,40700.0,10,RENT,debt_consolidation,CA,65.0,0,0,3,Intain_Servicing_Alpha,UNVERIFIED
LC_1009321,2018-01,18000.0,18000.0,24.13,60,519.18,732.0,Near Prime,34.92,20-35%,56200.0,8,MORTGAGE,debt_consolidation,OH,23.3,0,0,39,Summit_Asset_Management,UNVERIFIED
LC_1009322,2017-05,15000.0,15000.0,19.73,36,555.39,722.0,Near Prime,13.29,<20%,15500.0,10,RENT,debt_consolidation,NY,57.3,0,3,7,Apex_Loan_Servicing,VERIFIED
LC_1009323,2016-11,15000.0,15000.0,20.38,36,560.36,717.0,Near Prime,17.58,<20%,61900.0,3,RENT,other,CA,33.7,0,1,7,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009324,2015-04,40000.0,40000.0,18.97,36,1465.63,707.0,Near Prime,12.66,<20%,47600.0,2,MORTGAGE,credit_card,CA,55.3,0,0,24,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009325,2018-01,35000.0,35000.0,23.87,36,1370.76,672.0,Near Prime,5.76,<20%,54100.0,4,MORTGAGE,debt_consolidation,CA,64.0,0,2,37,Summit_Asset_Management,UNVERIFIED
LC_1009326,2018-12,20000.0,20000.0,19.43,36,737.48,727.0,Near Prime,8.42,<20%,38900.0,9,RENT,debt_consolidation,CA,79.3,1,2,38,Beacon_Credit_Ops,VERIFIED
LC_1009327,2016-01,10000.0,10000.0,23.28,36,388.56,712.0,Near Prime,27.64,20-35%,77400.0,8,MORTGAGE,other,TX,0.0,0,1,10,Intain_Servicing_Alpha,VERIFIED
LC_1009328,2016-07,12000.0,12000.0,25.38,36,479.53,697.0,Near Prime,7.74,<20%,51300.0,0,MORTGAGE,credit_card,NY,66.4,0,0,7,Intain_Servicing_Alpha,UNVERIFIED
LC_1009329,2018-03,30000.0,30000.0,24.27,36,1181.24,687.0,Near Prime,16.29,<20%,94200.0,1,MORTGAGE,other,CA,21.7,0,0,16,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009330,2017-10,15000.0,15000.0,23.67,36,585.9,697.0,Near Prime,14.87,<20%,148200.0,10,OWN,debt_consolidation,NJ,33.6,0,0,30,Beacon_Credit_Ops,UNVERIFIED
LC_1009331,2018-12,35000.0,35000.0,24.89,36,1389.56,667.0,Subprime,29.12,20-35%,159300.0,1,MORTGAGE,debt_consolidation,AZ,45.8,0,0,39,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009332,2016-09,15000.0,15000.0,15.92,36,526.76,747.0,Prime,23.41,20-35%,109500.0,10,MORTGAGE,credit_card,NC,50.9,3,0,48,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1009333,2017-09,25000.0,25000.0,30.07,60,809.91,642.0,Subprime,5.29,<20%,26900.0,4,MORTGAGE,debt_consolidation,NY,35.3,0,0,37,Beacon_Credit_Ops,VERIFIED
LC_1009334,2016-12,5000.0,5000.0,22.64,36,192.61,707.0,Near Prime,22.36,20-35%,197400.0,10,MORTGAGE,debt_consolidation,FL,82.3,0,0,29,Intain_Servicing_Alpha,VERIFIED
LC_1009335,2016-10,15000.0,15000.0,19.89,36,556.61,702.0,Near Prime,8.84,<20%,55100.0,10,RENT,credit_card,CA,34.9,3,2,51,Intain_Servicing_Alpha,UNVERIFIED
LC_1009336,2017-11,20000.0,20000.0,18.55,36,728.58,717.0,Near Prime,24.14,20-35%,38900.0,10,RENT,credit_card,GA,45.1,0,0,27,Apex_Loan_Servicing,UNVERIFIED
LC_1009337,2018-09,25000.0,25000.0,24.94,36,993.2,687.0,Near Prime,13.13,<20%,26400.0,10,RENT,debt_consolidation,NY,42.1,3,0,23,Summit_Asset_Management,SOURCE_VERIFIED
LC_1009338,2016-01,18000.0,18000.0,20.03,60,477.19,712.0,Near Prime,11.5,<20%,61700.0,6,RENT,debt_consolidation,NC,32.3,0,1,4,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009339,2017-12,10000.0,10000.0,15.57,36,349.45,742.0,Prime,11.98,<20%,84700.0,3,RENT,debt_consolidation,NY,39.5,0,2,42,Apex_Loan_Servicing,UNVERIFIED
LC_1009340,2017-04,30000.0,30000.0,23.63,36,1171.17,682.0,Near Prime,9.12,<20%,59500.0,0,RENT,home_improvement,AZ,20.0,0,0,33,Beacon_Credit_Ops,VERIFIED
LC_1009341,2017-01,18000.0,18000.0,24.68,60,524.95,742.0,Prime,15.38,<20%,84800.0,4,MORTGAGE,credit_card,PA,60.0,0,1,28,Apex_Loan_Servicing,VERIFIED
LC_1009342,2018-01,7500.0,7500.0,23.87,60,215.19,697.0,Near Prime,34.63,20-35%,53100.0,0,RENT,debt_consolidation,NC,61.4,0,2,12,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009343,2018-09,15000.0,15000.0,20.49,36,561.21,722.0,Near Prime,4.39,<20%,79700.0,2,RENT,debt_consolidation,NC,35.8,1,1,21,Beacon_Credit_Ops,VERIFIED
LC_1009344,2015-05,20000.0,20000.0,26.17,36,807.62,657.0,Subprime,12.38,<20%,79000.0,3,OTHER,credit_card,TX,80.1,1,0,15,Intain_Servicing_Alpha,VERIFIED
LC_1009345,2018-01,15000.0,15000.0,20.84,60,404.45,737.0,Near Prime,16.62,<20%,159400.0,10,MORTGAGE,credit_card,CA,78.0,0,4,12,Summit_Asset_Management,UNVERIFIED
LC_1009346,2018-11,25000.0,25000.0,13.15,60,570.75,777.0,Prime,4.99,<20%,122700.0,2,MORTGAGE,home_improvement,CA,0.0,0,1,33,Beacon_Credit_Ops,VERIFIED
LC_1009347,2018-03,15000.0,15000.0,28.07,36,621.02,667.0,Subprime,12.84,<20%,81800.0,10,MORTGAGE,debt_consolidation,CA,86.3,0,1,25,Summit_Asset_Management,SOURCE_VERIFIED
LC_1009348,2017-07,18000.0,18000.0,21.44,36,682.22,692.0,Near Prime,2.3,<20%,180100.0,10,MORTGAGE,credit_card,CA,52.6,0,1,20,Beacon_Credit_Ops,UNVERIFIED
LC_1009349,2018-02,10000.0,10000.0,15.61,36,349.65,742.0,Prime,33.6,20-35%,54700.0,10,MORTGAGE,medical,MI,48.3,0,1,17,Summit_Asset_Management,SOURCE_VERIFIED
LC_1009350,2015-04,15000.0,15000.0,29.81,36,635.21,667.0,Subprime,9.99,<20%,134100.0,10,RENT,credit_card,MA,68.5,0,0,9,Intain_Servicing_Alpha,UNVERIFIED
LC_1009351,2016-02,10000.0,10000.0,18.25,36,362.78,732.0,Near Prime,7.65,<20%,67800.0,4,MORTGAGE,credit_card,MI,56.8,0,2,36,Intain_Servicing_Alpha,UNVERIFIED
LC_1009352,2018-09,10000.0,10000.0,28.5,36,416.34,662.0,Subprime,11.64,<20%,32000.0,3,MORTGAGE,other,CA,38.8,0,0,22,Summit_Asset_Management,UNVERIFIED
LC_1009353,2016-12,10000.0,10000.0,22.42,36,384.08,677.0,Near Prime,25.66,20-35%,119800.0,10,MORTGAGE,debt_consolidation,CA,100.0,0,1,3,Intain_Servicing_Alpha,VERIFIED
LC_1009354,2015-09,5000.0,5000.0,21.74,36,190.28,722.0,Near Prime,9.43,<20%,99400.0,7,MORTGAGE,major_purchase,GA,62.4,1,0,13,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1009355,2018-12,10000.0,10000.0,19.08,36,366.96,747.0,Prime,12.49,<20%,95900.0,0,RENT,debt_consolidation,CA,53.9,0,0,36,Beacon_Credit_Ops,VERIFIED
LC_1009356,2018-07,15000.0,15000.0,18.63,36,547.04,732.0,Near Prime,6.97,<20%,108900.0,10,MORTGAGE,home_improvement,IL,32.5,0,0,33,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009357,2015-07,7500.0,7500.0,21.37,36,283.99,712.0,Near Prime,19.55,<20%,160100.0,10,RENT,credit_card,CA,51.8,0,1,34,Intain_Servicing_Alpha,UNVERIFIED
LC_1009358,2018-02,7500.0,7500.0,23.47,36,292.16,672.0,Near Prime,16.33,<20%,99900.0,10,RENT,credit_card,AZ,36.3,2,1,5,Summit_Asset_Management,SOURCE_VERIFIED
LC_1009359,2017-12,35000.0,35000.0,26.35,60,1055.18,702.0,Near Prime,34.03,20-35%,74500.0,10,RENT,credit_card,MA,57.9,0,2,28,Beacon_Credit_Ops,VERIFIED
LC_1009360,2017-10,15000.0,15000.0,24.83,60,438.78,697.0,Near Prime,18.46,<20%,76700.0,10,RENT,debt_consolidation,WA,37.5,0,1,22,Apex_Loan_Servicing,UNVERIFIED
LC_1009361,2018-12,15000.0,15000.0,17.32,36,537.18,722.0,Near Prime,45.0,35-50%,98400.0,0,RENT,debt_consolidation,CA,12.4,0,1,5,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1009362,2016-08,10000.0,10000.0,25.57,60,296.86,702.0,Near Prime,37.9,35-50%,36800.0,10,MORTGAGE,debt_consolidation,IL,21.6,0,2,24,Apex_Loan_Servicing,VERIFIED
LC_1009363,2015-01,15000.0,15000.0,23.72,36,586.29,687.0,Near Prime,5.3,<20%,53000.0,3,MORTGAGE,credit_card,NY,55.2,0,0,11,Intain_Servicing_Alpha,UNVERIFIED
LC_1009364,2016-08,18000.0,18000.0,22.3,60,500.22,727.0,Near Prime,13.29,<20%,35600.0,2,RENT,debt_consolidation,TX,13.2,1,0,27,Intain_Servicing_Alpha,VERIFIED
LC_1009365,2017-05,15000.0,15000.0,20.06,36,557.91,692.0,Near Prime,3.39,<20%,165100.0,10,MORTGAGE,home_improvement,NY,57.5,0,1,10,Apex_Loan_Servicing,VERIFIED
LC_1009366,2017-04,15000.0,15000.0,28.01,36,620.53,677.0,Near Prime,27.49,20-35%,25000.0,0,MORTGAGE,debt_consolidation,NY,12.7,3,0,25,Apex_Loan_Servicing,UNVERIFIED
LC_1009367,2018-10,20000.0,20000.0,21.86,36,762.36,702.0,Near Prime,2.4,<20%,21600.0,2,MORTGAGE,debt_consolidation,CA,66.5,0,0,9,Beacon_Credit_Ops,UNVERIFIED
LC_1009368,2018-02,35000.0,35000.0,24.62,36,1384.57,677.0,Near Prime,33.15,20-35%,124900.0,10,OWN,debt_consolidation,FL,45.7,1,0,26,Beacon_Credit_Ops,VERIFIED
LC_1009369,2017-03,25000.0,25000.0,24.43,36,986.47,677.0,Near Prime,17.0,<20%,54500.0,2,RENT,debt_consolidation,NJ,80.2,0,0,4,Apex_Loan_Servicing,UNVERIFIED
